barangay_psgc,predicted_abundance,HSI
102802046,0.00026373123,0.1875351
102804012,0.0004926311,0.48639327
102805018,0.00025559295,0.17690954
102809016,0.00029273095,0.22539797
102812061,0.00025728764,0.17912218
102812062,0.00027686608,0.20468435
102812084,0.00023104019,0.14485276
102817019,0.00034350826,0.29169425
102818010,0.00054999936,0.56129485
102820023,0.00047999126,0.4698903
102821020,0.00025967712,0.18224195
102823050,0.00027981558,0.20853528
102902015,0.00035181074,0.3025342
102905026,0.00025205693,0.1722928
102906039,0.00037814214,0.33691323
102908002,0.00037814214,0.33691323
102909005,0.00035895425,0.31186098
102910008,0.0005789815,0.59913474
102914030,0.00031418412,0.2534078
102916017,0.0005026814,0.49951524
102918006,0.00037814214,0.33691323
102924013,0.00037289897,0.3300676
102924032,0.00036691912,0.32226014
102926005,0.0003231949,0.26517254
102929001,0.00037814214,0.33691323
102930002,0.000508993,0.5077558
102934003,0.0002338473,0.14851779
102934040,0.00023462299,0.14953056
103302010,0.00036369887,0.3180557
103311039,0.00037740002,0.3359443
103314007,0.0005057742,0.5035533
103319010,0.00037112084,0.327746
105502011,0.00023251292,0.1467756
105503021,0.0003084668,0.24594316
105509013,0.0002875604,0.21864715
105513026,0.0003076989,0.24494055
105514011,0.0003830126,0.34327227
105517019,0.00028540735,0.21583608
105523016,0.00042984626,0.4044196
105524062,0.0002831574,0.21289846
105527070,0.0002934577,0.22634682
105528014,0.00029652723,0.23035449
105529011,0.0003439776,0.29230702
105532016,0.0002789436,0.2073968
105532078,0.00030241185,0.23803762
105535001,0.00032076522,0.2620003
105536020,0.0003720558,0.32896674
105537023,0.0003332386,0.2782859
105538028,0.0003016325,0.23702008
105539015,0.00029607408,0.22976285
105541006,0.00036936716,0.32545635
105541024,0.00049823546,0.49371046
105542011,0.00034299862,0.29102886
105542014,0.00037198068,0.32886866
105543005,0.00035147424,0.30209488
105544047,0.00033141774,0.27590853
105546027,0.00031613716,0.25595775
105546032,0.00033895075,0.28574383
105547002,0.00029197763,0.22441441
201501007,0.00037814214,0.33691323
201505020,0.00037814214,0.33691323
201507008,0.00037795556,0.33666962
201511008,0.00037688573,0.33527282
201513052,0.00037814214,0.33691323
201519017,0.0004955696,0.49022985
201520019,0.000606539,0.63511467
201528032,0.0004986722,0.4942807
201529013,0.00037480643,0.33255804
201529018,0.0003749921,0.33280042
201529024,0.0005178374,0.5193033
203101002,0.00037116237,0.32780024
203103027,0.00037631748,0.3345309
203105004,0.00036750492,0.323025
203106018,0.00054769043,0.5582803
203107021,0.0003676843,0.32325915
203109007,0.00037667985,0.335004
203112066,0.00035978967,0.3129517
203114067,0.00036402117,0.31847647
203114100,0.00035916804,0.3121401
203119007,0.00055523694,0.56813323
203120013,0.00050411327,0.5013847
203123014,0.0003675948,0.32314232
203127008,0.00037773646,0.33638355
203131024,0.00035686034,0.30912712
203131029,0.00035093268,0.3013878
203132019,0.0003761373,0.33429563
203134012,0.00037699376,0.33541387
203135025,0.00037313308,0.33037326
203137031,0.00053828966,0.5460064
205004011,0.00037820055,0.3369895
205004012,0.0005160757,0.5170032
205005017,0.00037789997,0.33659703
205005021,0.00037783736,0.3365153
205007019,0.0004906889,0.48385745
205008018,0.00052875263,0.53355455
205011001,0.00037814214,0.33691323
205013013,0.0003779839,0.33670664
205013014,0.0003775406,0.33612782
205013021,0.00037814214,0.33691323
205701005,0.0003777883,0.33645123
205703001,0.00054314674,0.5523479
205704038,0.00037814214,0.33691323
300802016,0.00036308632,0.3172559
300803005,0.00036580357,0.32080364
300803013,0.0003535289,0.3047775
300803020,0.0003688775,0.32481703
300806009,0.00036417163,0.31867293
300807001,0.00035242748,0.30333945
300807008,0.0002784464,0.20674762
300809016,0.00026299155,0.18656936
300810001,0.00026299155,0.18656936
300812004,0.00032300368,0.2649229
301401014,0.00036897606,0.32494575
301407021,0.0003210552,0.2623789
301408010,0.00033507924,0.2806891
301412020,0.00032730718,0.27054167
301413022,0.00056435616,0.5800395
301414009,0.00032882782,0.27252707
301415016,0.0003630141,0.31716162
301418003,0.0004607491,0.44476724
301419026,0.00034106354,0.28850237
301419033,0.00034312106,0.29118872
301420009,0.00047520213,0.46363747
301420062,0.00037261753,0.32970014
301421037,0.00034667095,0.29582354
301423016,0.00037213063,0.32906443
301423017,0.0003660847,0.32117072
301424004,0.00036842466,0.3242258
301424006,0.00036383118,0.31822842
304901021,0.00031982438,0.2607719
304902021,0.00029591966,0.22956124
304903046,0.00030762446,0.24484333
304903077,0.00030966793,0.24751136
304905030,0.00037809982,0.33685797
304905053,0.0003727879,0.3299226
304906018,0.0002991056,0.23372087
304907004,0.0003579196,0.3105101
304908013,0.00031967286,0.26057407
304909019,0.00032922608,0.27304703
304909020,0.00033303932,0.27802572
304910017,0.0003507832,0.3011926
304911007,0.00031357768,0.25261605
304911060,0.00030523562,0.2417244
304913016,0.00030568504,0.24231118
304913020,0.00031097129,0.24921307
304914004,0.0003175717,0.25783077
304916003,0.000356401,0.30852738
304916021,0.00032044537,0.26158267
304917029,0.0003178778,0.2582304
304919020,0.00051825424,0.5198476
304920012,0.00036447644,0.3190709
304926019,0.00031939612,0.26021275
304926024,0.00032283636,0.26470444
304926035,0.0003498237,0.29993987
304926039,0.0003289818,0.27272812
304932004,0.00032978196,0.2737728
305403018,0.00032845372,0.2720386
305404003,0.000314146,0.25335804
305405029,0.0003480602,0.29763737
305406023,0.00032925178,0.2730806
305407004,0.00045933668,0.44292313
305408021,0.00036662628,0.32187778
305409005,0.000357661,0.31017247
305413013,0.00031530415,0.25487018
305413024,0.00031533348,0.25490847
305415031,0.00031173162,0.25020579
305416001,0.00058001163,0.6004797
305416010,0.0003076603,0.24489012
305416027,0.00031462085,0.253978
305419004,0.00032682408,0.26991093
306901013,0.00037814214,0.33691323
306902010,0.0004955401,0.49019134
306904007,0.00031573817,0.25543684
306904008,0.00032220432,0.2638792
306904021,0.0005094678,0.5083757
306905035,0.0003245364,0.26692405
306906029,0.00030791378,0.24522111
306907019,0.00030182014,0.23726505
306909020,0.00028742335,0.21846819
306910016,0.00028219676,0.21164423
306911013,0.00030592558,0.24262524
306915021,0.00035906007,0.31199914
306916046,0.00030165858,0.23705414
306918004,0.00036285218,0.31695023
306918005,0.0003660184,0.3210841
306918013,0.00036790792,0.32355115
307101022,0.00034970214,0.29978114
307101032,0.00035999366,0.31321806
307103015,0.0002948561,0.2281726
307104011,0.00033321255,0.2782519
307105003,0.00034671326,0.2958788
307106006,0.00035930178,0.31231472
307109014,0.0003318182,0.27643138
307111017,0.0003598554,0.3130375
307111019,0.00035432528,0.30581728
307113024,0.0002607469,0.18363866
307114004,0.00033774562,0.2841704
307701009,0.0005454133,0.55530715
307701010,0.00037814214,0.33691323
307707006,0.00037814892,0.33692208
307707025,0.00037809552,0.33685234
307707031,0.00037813484,0.3369037
330100003,0.00033400496,0.27928647
330100021,0.00030644337,0.24330127
331400006,0.00054550095,0.55542165
401002015,0.00034431784,0.29275125
401003009,0.00013086916,0.014066622
401003037,0.00030239683,0.238018
401007006,0.0002662859,0.19087055
401008027,0.00031489957,0.25434193
401010017,0.00030880098,0.24637944
401011017,0.00056532206,0.5813006
401013003,0.0003260026,0.26883838
401013019,0.00031006848,0.24803433
401014038,0.00034376216,0.29202574
401014042,0.00032170294,0.2632246
401019007,0.00034161555,0.28922307
401019022,0.00035840532,0.31114426
401019042,0.0003286071,0.27223888
401021032,0.00031937656,0.2601872
401021033,0.00032134453,0.26275665
401022022,0.00047933,0.46902692
401023029,0.0003718942,0.32875574
401023034,0.00038166466,0.34151232
401031043,0.0005260095,0.52997303
401031049,0.00035786658,0.31044087
401034008,0.00031698335,0.25706258
402102016,0.00036047603,0.31384784
402103004,0.00031328422,0.2522329
402106008,0.00033699218,0.28318667
402106056,0.0003478964,0.2974235
402108004,0.00033174834,0.27634016
402108012,0.00033222124,0.2769576
402108014,0.00034949652,0.29951268
402108021,0.00033509976,0.28071588
402108027,0.0003304014,0.27458158
402108028,0.00032524514,0.26784942
402109028,0.0003317328,0.27631986
402109053,0.0003162233,0.25607023
402109059,0.000325128,0.26769647
402110023,0.00048192468,0.47241467
402110034,0.0007216154,0.78536165
402113008,0.00023979213,0.15627953
402115023,0.00033413182,0.27945212
402118020,0.00036659403,0.3218357
402118032,0.0003556702,0.30757323
402118040,0.0005001513,0.49621183
402119008,0.00048680409,0.47878534
402120002,0.0003295379,0.27345416
402120006,0.0003327718,0.27767643
402120016,0.00033103736,0.27541187
402120024,0.00033824093,0.28481707
402120027,0.0003371241,0.2833589
402121001,0.00019574999,0.09877688
402122011,0.00034680156,0.29599407
403404006,0.00050947064,0.50837946
403404014,0.0004672918,0.45330954
403404015,0.00033409576,0.27940503
403404017,0.00030050485,0.23554778
403405026,0.00034863554,0.29838857
403405052,0.00037814214,0.33691323
403406003,0.00037814214,0.33691323
403407015,0.00037794592,0.33665705
403409003,0.00037823906,0.33703977
403410018,0.00037202032,0.3289204
403411014,0.00037796833,0.33668628
403417034,0.00049206306,0.4856516
403421002,0.00037814214,0.33691323
403421004,0.00037818257,0.336966
403422004,0.00036718647,0.3226092
403424007,0.0003518891,0.3026365
403424008,0.00037814214,0.33691323
403424031,0.0003518891,0.3026365
403425011,0.0004380476,0.41512752
403427020,0.00012009532,0.0
403428012,0.00030996613,0.2479007
403428020,0.00055240915,0.56444114
403429013,0.00037814214,0.33691323
403429022,0.0003781008,0.33685926
403430010,0.00037814214,0.33691323
405603005,0.0003781261,0.33689228
405607015,0.0005044533,0.5018287
405608001,0.00037740712,0.33595356
405608019,0.00037796472,0.33668157
405616009,0.00058416603,0.60590386
405619041,0.00037814214,0.33691323
405622008,0.00037814243,0.33691362
405641014,0.0003588975,0.31178686
405647032,0.00037817098,0.33695087
405647057,0.0003775147,0.33609402
405802008,0.0003776006,0.33620617
405802009,0.00036719392,0.32261893
405803010,0.00037666192,0.3349806
405804007,0.00036623274,0.32136396
405804013,0.00088601006,0.99999994
405804020,0.0006186492,0.650926
405804024,0.00035097028,0.30143687
405804035,0.00035000523,0.3001769
405805014,0.00030528265,0.24178582
405806022,0.00037814214,0.33691323
405807015,0.00037810596,0.336866
405809006,0.00035322085,0.3043753
405809008,0.0003641495,0.31864405
405810001,0.0003776836,0.33631456
405811006,0.0005575597,0.5711659
